RHO: 1.0
# Tree: 0 Importance Weight: -17.308764420713107
#Event_Time	 #00	 #01	 #10	 #11	 #*0	 #*1	 #0*	 #1*
	0.0	1	2	1	1	0	0	0	0
	0.06080511782199319	1	2	1	0	0	1	0	1
	0.33039099330764676	0	2	1	0	1	1	1	1
	0.501166221473073	0	2	1	0	1	1	0	1
	0.5065630828787161	0	2	1	0	1	0	0	1
	0.552836370555227	0	1	1	0	1	0	0	1
	0.5769227402078789	0	1	1	0	0	0	0	1
	0.6511663038102704	1	0	1	0	0	0	0	1
	0.6854470739865505	0	0	2	0	0	0	0	1
	1.5414311668207343	0	0	1	0	0	0	0	1
	1.6328205887283305	0	0	1	0	0	0	0	0
# Tree: 1 Importance Weight: -17.434162576724447
#Event_Time	 #00	 #01	 #10	 #11	 #*0	 #*1	 #0*	 #1*
	0.0	1	2	1	1	0	0	0	0
	0.03904923352068763	1	2	1	0	0	1	0	1
	0.4789700141011427	0	2	1	0	1	1	1	1
	0.5003640090808812	0	2	2	0	0	1	1	0
	0.5181283456364384	0	2	1	0	0	1	1	0
	0.5184362637452707	0	3	1	0	0	0	0	0
	0.5199061212026075	0	2	1	0	0	0	0	0
	0.5255195414327339	0	1	1	0	0	0	0	0
	0.9676656021253721	0	1	0	0	1	0	0	1
	0.9890608896679091	0	1	0	0	1	0	1	0
	1.6900359504304432	1	1	0	0	0	0	0	0
	2.056023618301565	2	0	0	0	0	0	0	0
	3.900841178555484	1	0	0	0	1	0	1	0
	3.993900189294127	1	0	0	0	0	0	1	0
	6.679286225141533	1	0	0	0	0	0	0	0
# Tree: 2 Importance Weight: -17.49442554644908
#Event_Time	 #00	 #01	 #10	 #11	 #*0	 #*1	 #0*	 #1*
	0.0	1	2	1	1	0	0	0	0
	0.24404288147975614	1	2	1	0	0	1	0	1
	0.3661932996626232	0	2	1	0	1	1	1	1
	0.5046197971309497	0	2	1	0	1	0	1	1
	0.5262234775479798	0	2	1	0	0	0	1	1
	0.534675371240236	0	1	1	0	0	0	1	1
	0.5360540058039274	0	1	1	0	0	0	1	0
	0.5635511280864317	0	1	1	0	0	0	0	0
	0.597841945980107	0	0	1	0	0	1	1	0
	0.6444613625730748	0	1	1	0	0	0	0	0
	1.0302477371622374	0	1	0	1	0	0	0	0
	2.362194870304404	0	2	0	0	0	0	0	0
